Country,Region,CATEGORY,MEASURE,TARGETED_POP_GROUP,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE_TYPE,ENTRY_DATE,Country_cd
Angola,Africa,Public health measures,Isolation and quarantine policies,Yes,Other (add in comments),5/5/2020,Media,5/12/2020,AO
Angola,Africa,Movement restrictions,Domestic travel restrictions,Yes,Arrest/detention,5/6/2020,Media,5/12/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,No,Not applicable,5/6/2020,Media,5/12/2020,AO
Angola,Africa,Public health measures,Other public health measures enforced,No,Not applicable,5/8/2020,Media,5/12/2020,AO
Angola,Africa,Movement restrictions,Surveillance and monitoring,Yes,Not applicable,5/8/2020,Media,5/12/2020,AO
Angola,Africa,Movement restrictions,Surveillance and monitoring,No,Not applicable,5/8/2020,Media,5/12/2020,AO
Angola,Africa,Governance and socio-economic measures,State of emergency declared,No,Not applicable,5/11/2020,Media,5/12/2020,AO
Angola,Africa,Social distancing,Closure of businesses and public services,No,Not applicable,5/12/2020,Media,5/12/2020,AO
Angola,Africa,Public health measures,Requirement to wear protective gear in public,No,Arrest/detention,5/11/2020,Media,5/12/2020,AO
Angola,Africa,Movement restrictions,Domestic travel restrictions,No,Not applicable,5/11/2020,Media,5/12/2020,AO
Angola,Africa,Social distancing,Schools closure ,No,Not applicable,5/11/2020,Media,5/12/2020,AO
Angola,Africa,Social distancing,Limit public gatherings,No,Not applicable,5/11/2020,Media,5/12/2020,AO
Angola,Africa,Public health measures,Isolation and quarantine policies,No,Arrest/detention,5/11/2020,Media,5/12/2020,AO
Angola,Africa,Public health measures,Testing policy,No,Not applicable,5/9/2020,Media,5/12/2020,AO
Angola,Africa,Governance and socio-economic measures,Economic measures,No,Not applicable,5/11/2020,Media,5/12/2020,AO
Angola,Africa,Governance and socio-economic measures,Economic measures,Yes,Not applicable,5/11/2020,Media,5/12/2020,AO
Angola,Africa,Social distancing,Limit public gatherings,No,Not applicable,5/11/2020,Media,5/12/2020,AO
Angola,Africa,Social distancing,Closure of businesses and public services,Yes,Not applicable,5/11/2020,Media,5/12/2020,AO
Angola,Africa,Social distancing,Closure of businesses and public services,Yes,Not applicable,5/11/2020,Media,5/12/2020,AO
Angola,Africa,Movement restrictions,Surveillance and monitoring,No,Arrest/detention,5/11/2020,Media,5/12/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,No,Not applicable,5/11/2020,Media,5/12/2020,AO
Angola,Africa,Movement restrictions,Surveillance and monitoring,Yes,Other (add in comments),5/11/2020,Media,5/12/2020,AO
Angola,Africa,Movement restrictions,Surveillance and monitoring,Yes,Other (add in comments),5/11/2020,Media,5/12/2020,AO
Angola,Africa,Governance and socio-economic measures,Economic measures,No,Not applicable,5/12/2020,Media,5/18/2020,AO
Angola,Africa,Lockdown,Full lockdown,Yes,Not applicable,5/11/2020,Media,5/18/2020,AO
Angola,Africa,Governance and socio-economic measures,Economic measures,No,Not applicable,5/13/2020,Media,5/18/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,5/13/2020,Media,5/18/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,5/13/2020,Media,5/18/2020,AO
Angola,Africa,Governance and socio-economic measures,Economic measures,Yes,Not applicable,5/14/2020,Media,5/18/2020,AO
Angola,Africa,Governance and socio-economic measures,Economic measures,Yes,Not applicable,5/14/2020,Media,5/18/2020,AO
Angola,Africa,Public health measures,Awareness campaigns,No,Not applicable,5/15/2020,Media,5/18/2020,AO
Angola,Africa,Movement restrictions,Surveillance and monitoring,Yes,Not applicable,5/15/2020,Media,5/18/2020,AO
Angola,Africa,Movement restrictions,Surveillance and monitoring,Yes,Not applicable,5/18/2020,Media,5/18/2020,AO
Angola,Africa,Lockdown,Partial lockdown,Yes,Not applicable,5/20/2020,Media,5/26/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,5/20/2020,Media,5/26/2020,AO
Angola,Africa,Governance and socio-economic measures,Economic measures,No,Not applicable,5/20/2020,Media,5/26/2020,AO
Angola,Africa,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,Not applicable,5/21/2020,Media,5/26/2020,AO
Angola,Africa,Governance and socio-economic measures,Economic measures,No,Not applicable,5/21/2020,Media,5/26/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,No,Not applicable,5/22/2020,Media,5/26/2020,AO
Angola,Africa,Governance and socio-economic measures,Emergency administrative structures activated or established,No,Not applicable,5/22/2020,Media,5/26/2020,AO
Angola,Africa,Public health measures,General recommendations,Yes,Not applicable,5/23/2020,Media,5/26/2020,AO
Angola,Africa,Public health measures,Awareness campaigns,No,Not applicable,5/23/2020,Media,5/26/2020,AO
Angola,Africa,Movement restrictions,Surveillance and monitoring,No,Not applicable,5/23/2020,Media,5/26/2020,AO
Angola,Africa,Governance and socio-economic measures,State of emergency declared,No,Not applicable,5/26/2020,Media,5/26/2020,AO
Angola,Africa,Social distancing,Closure of businesses and public services,Yes,Not applicable,7/13/2020,Media,5/26/2020,AO
Angola,Africa,Lockdown,Partial lockdown,No,Not applicable,5/26/2020,Media,5/26/2020,AO
Antigua and Barbuda,Americas,Public health measures,Awareness campaigns,No,,3/13/2020,Government,3/14/2020,AG
Antigua and Barbuda,Americas,Movement restrictions,Visa restrictions,Yes,Not applicable,,Government,3/15/2020,AG
Antigua and Barbuda,Americas,Social distancing,Limit public gatherings,No,Not available,3/16/2020,Government,3/20/2020,AG
Antigua and Barbuda,Americas,Social distancing,Limit public gatherings,Yes,,3/16/2020,Government,3/20/2020,AG
Antigua and Barbuda,Americas,Public health measures,Awareness campaigns,Yes,,3/3/2020,Government,3/20/2020,AG
Antigua and Barbuda,Americas,Social distancing,Schools closure ,No,,3/15/2020,Government,3/20/2020,AG
Antigua and Barbuda,Americas,Governance and socio-economic measures,Emergency administrative structures activated or established,No,,3/16/2020,Government,3/20/2020,AG
Antigua and Barbuda,Americas,Governance and socio-economic measures,Economic measures,Yes,,3/16/2020,Government,3/20/2020,AG
Antigua and Barbuda,Americas,Public health measures,Strengthening the public health system,Yes,Not applicable,3/17/2020,Government,4/10/2020,AG
Antigua and Barbuda,Americas,Public health measures,Strengthening the public health system,No,Not applicable,2/12/2020,Government,4/10/2020,AG
Antigua and Barbuda,Americas,Public health measures,Strengthening the public health system,Yes,Not applicable,3/26/2020,Government,4/10/2020,AG
Antigua and Barbuda,Americas,Social distancing,Closure of businesses and public services,Yes,Not applicable,3/25/2020,Government,4/10/2020,AG
Antigua and Barbuda,Americas,Public health measures,Strengthening the public health system,Yes,Not applicable,3/27/2020,Government,4/10/2020,AG
Antigua and Barbuda,Americas,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/27/2020,Government,4/10/2020,AG
Antigua and Barbuda,Americas,Social distancing,Closure of businesses and public services,Yes,Not applicable,3/27/2020,Government,4/10/2020,AG
Antigua and Barbuda,Americas,Governance and socio-economic measures,State of emergency declared,Yes,Not applicable,3/28/2020,Government,4/10/2020,AG
Antigua and Barbuda,Americas,Movement restrictions,Curfews,No,Other (add in comments),3/28/2020,Government,4/10/2020,AG
Antigua and Barbuda,Americas,Public health measures,Requirement to wear protective gear in public,Yes,Not available,3/28/2020,Government,4/10/2020,AG
Antigua and Barbuda,Americas,Public health measures,Amendments to funeral and burial regulations,No,Not available,3/28/2020,Government,4/10/2020,AG
Antigua and Barbuda,Americas,Social distancing,Limit public gatherings,No,Not available,3/28/2020,Government,4/10/2020,AG
Antigua and Barbuda,Americas,Social distancing,Changes in prison-related policies,Yes,Not applicable,3/28/2020,Government,4/10/2020,AG
Antigua and Barbuda,Americas,Public health measures,Other public health measures enforced,Yes,Not applicable,3/28/2020,Government,4/10/2020,AG
Antigua and Barbuda,Americas,Lockdown,Full lockdown,No,Other (add in comments),4/2/2020,Government,4/10/2020,AG
Antigua and Barbuda,Americas,Lockdown,Full lockdown,No,Other (add in comments),4/9/2020,Government,4/10/2020,AG
Antigua and Barbuda,Americas,Lockdown,Partial lockdown,No,Not available,4/23/2020,Government,5/16/2020,AG
Antigua and Barbuda,Americas,Lockdown,Partial lockdown,No,Not applicable,4/16/2020,Government,5/16/2020,AG
Antigua and Barbuda,Americas,Lockdown,Partial lockdown,Yes,Not applicable,5/11/2020,Government,5/16/2020,AG
Antigua and Barbuda,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,5/14/2020,Government,5/16/2020,AG
Antigua and Barbuda,Americas,Movement restrictions,International flights suspension,No,Not applicable,6/1/2020,Government,5/16/2020,AG
Antigua and Barbuda,Americas,Lockdown,Partial lockdown,No,Not applicable,5/13/2020,Government,5/16/2020,AG
Antigua and Barbuda,Americas,Governance and socio-economic measures,State of emergency declared,No,Not applicable,5/13/2020,Government,5/16/2020,AG
Antigua and Barbuda,Americas,Social distancing,Limit public gatherings,Yes,Not available,5/13/2020,Government,5/16/2020,AG
Antigua and Barbuda,Americas,Public health measures,Requirement to wear protective gear in public,Yes,Not available,5/13/2020,Government,5/16/2020,AG
Antigua and Barbuda,Americas,Lockdown,Partial lockdown,Yes,Not applicable,5/5/2020,Government,5/16/2020,AG
Argentina,Americas,Movement restrictions,International flights suspension,No,Not applicable,3/12/2020,Government,3/14/2020,AR
Argentina,Americas,Movement restrictions,Visa restrictions,No,Not applicable,3/11/2020,Government,3/14/2020,AR
Argentina,Americas,Public health measures,Isolation and quarantine policies,Yes,Not applicable,3/12/2020,Government,3/14/2020,AR
Argentina,Americas,Social distancing,Limit public gatherings,No,,3/12/2020,Government,3/20/2020,AR
Argentina,Americas,Movement restrictions,Visa restrictions,Yes,Refusal to enter the country,3/15/2020,Government,3/20/2020,AR
Argentina,Americas,Movement restrictions,Domestic travel restrictions,No,Not applicable,3/19/2020,Government,3/20/2020,AR
Argentina,Americas,Social distancing,Limit public gatherings,No,Not applicable,3/19/2020,Government,3/20/2020,AR
Argentina,Americas,Social distancing,Closure of businesses and public services,No,,3/16/2020,Government,3/20/2020,AR
Argentina,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,3/16/2020,Government,3/20/2020,AR
Argentina,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,3/17/2020,Government,3/20/2020,AR
Argentina,Americas,Public health measures,Strengthening the public health system,No,Not applicable,3/18/2020,Government,3/20/2020,AR
Argentina,Americas,Lockdown,Partial lockdown,No,Up to detention,3/19/2020,Government,3/20/2020,AR
Argentina,Americas,Public health measures,Awareness campaigns,No,Not applicable,2/17/2020,Government,3/20/2020,AR
Argentina,Americas,Governance and socio-economic measures,Economic measures,No,Not available,3/20/2020,Government,3/24/2020,AR
Argentina,Americas,Governance and socio-economic measures,Economic measures,No,Not available,3/23/2020,Government,3/24/2020,AR
Argentina,Americas,Governance and socio-economic measures,State of emergency declared,No,Not available,3/19/2020,Government,3/24/2020,AR
Argentina,Americas,Social distancing,Schools closure ,No,Not applicable,3/16/2020,Government,3/26/2020,AR
Argentina,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,3/24/2020,Government,3/31/2020,AR
Argentina,Americas,Movement restrictions,Surveillance and monitoring,No,Not available,3/25/2020,Government,4/1/2020,AR
Argentina,Americas,Movement restrictions,Border closure ,No,Not available,3/26/2020,Government,4/1/2020,AR
Argentina,Americas,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/26/2020,Government,4/1/2020,AR
Argentina,Americas,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/28/2020,Government,4/1/2020,AR
Argentina,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,3/29/2020,Government,4/1/2020,AR
Argentina,Americas,Governance and socio-economic measures,State of emergency declared,No,Not applicable,3/31/2020,Government,4/1/2020,AR
Argentina,Americas,Lockdown,Partial lockdown,No,Up to detention,3/31/2020,Government,4/1/2020,AR
Argentina,Americas,Movement restrictions,Border closure ,No,Refusal to enter the country,3/26/2020,Government,4/1/2020,AR
Argentina,Americas,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/31/2020,Government,4/9/2020,AR
Argentina,Americas,Governance and socio-economic measures,Economic measures,No,Not available,3/31/2020,Government,4/9/2020,AR
Argentina,Americas,Movement restrictions,Border closure ,Yes,Not applicable,4/1/2020,Government,4/9/2020,AR
Argentina,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,4/1/2020,Government,4/9/2020,AR
Argentina,Americas,Public health measures,Requirement to wear protective gear in public,No,Fines,3/31/2020,Government,4/10/2020,AR
Argentina,Americas,Lockdown,Partial lockdown,No,Up to detention,4/11/2020,Government,4/17/2020,AR
Argentina,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,4/13/2020,Government,4/17/2020,AR
Argentina,Americas,Movement restrictions,Border closure ,Yes,Not applicable,4/13/2020,Government,4/17/2020,AR
Argentina,Americas,Public health measures,Requirement to wear protective gear in public,No,Fines,4/14/2020,Government,4/17/2020,AR
Argentina,Americas,Public health measures,General recommendations,No,Not applicable,3/31/2020,Government,4/17/2020,AR
Argentina,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,4/16/2020,Government,4/21/2020,AR
Argentina,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,4/17/2020,Government,4/21/2020,AR
Argentina,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,4/19/2020,Government,4/21/2020,AR
Argentina,Americas,Public health measures,Testing policy,No,Not applicable,4/24/2020,Government,4/27/2020,AR
Argentina,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,4/25/2020,Government,4/27/2020,AR
Argentina,Americas,Lockdown,Partial lockdown,No,Up to detention,4/26/2020,Government,4/27/2020,AR
Argentina,Americas,Movement restrictions,Border closure ,No,Not applicable,4/26/2020,Government,4/27/2020,AR
