COUNTRY	PROVINCE	COUNTY	Country_cd	Province_cd	Continent	Region	ACTIVE	PEOPLE_TESTED	CONFIRMED	PEOPLE_HOSPITALIZED	DEATHS	RECOVERED	INCIDENT_RATE	TESTING_RATE	HOSPITALIZATION_RATE	MORTALITY_RATE	LONG	LAT	LAST_REPORTED_FLAG
United States	Pennsylvania	Potter	US	PA	America	Americas	4	0	4	0	0	0	24.20428416	0	0	0	-77.89559864	41.74471626	FALSE
United States	Texas	Potter	US	TX	America	Americas	2239	0	2266	0	27	0	1929.906741	0	0	0	-101.893964	35.40133773	FALSE
United States	Kentucky	Powell	US	KY	America	Americas	1	0	1	0	0	0	8.09126952	0	0	0	-83.82553961	37.83218794	FALSE
United States	Idaho	Power	US	ID	America	Americas	3	0	3	0	0	0	39.0574144	0	0	0	-112.8395742	42.69254894	FALSE
United States	Iowa	Poweshiek	US	IA	America	Americas	81	0	89	0	8	0	480.977086	0	0	0	-92.53155731	41.68625425	FALSE
United States	Virginia	Powhatan	US	VA	America	Americas	32	0	32	0	0	0	107.9185215	0	0	0	-77.91267882	37.55016038	FALSE
United States	Arkansas	Prairie	US	AR	America	Americas	2	0	2	0	0	0	24.80774002	0	0	0	-91.55162157	34.83624419	FALSE
United States	Kansas	Pratt	US	KS	America	Americas	1	0	1	0	0	0	10.91226539	0	0	0	-98.73922153	37.64780729	FALSE
United States	Ohio	Preble	US	OH	America	Americas	32	0	33	0	1	0	80.72012133	0	0	0	-84.64787018	39.7420247	FALSE
United States	Mississippi	Prentiss	US	MS	America	Americas	39	0	42	0	3	0	167.1575261	0	0	0	-88.51986294	34.61810501	FALSE
United States	Texas	Presidio	US	TX	America	Americas	1	0	1	0	0	0	14.91646778	0	0	0	-104.2408079	29.99954402	FALSE
United States	Michigan	Presque Isle	US	MI	America	Americas	11	0	11	0	0	0	87.3570521	0	0	0	-83.91498656	45.34018577	FALSE
United States	West Virginia	Preston	US	WV	America	Americas	21	0	22	0	1	0	65.80521656	0	0	0	-79.66712803	39.46770987	FALSE
United States	Wisconsin	Price	US	WI	America	Americas	2	0	2	0	0	0	14.9801513	0	0	0	-90.3609888	45.68051754	FALSE
United States	Virginia	Prince Edward	US	VA	America	Americas	127	0	129	0	2	0	565.7398474	0	0	0	-78.43597949	37.22554789	FALSE
United States	Virginia	Prince George	US	VA	America	Americas	121	0	121	0	0	0	315.4903137	0	0	0	-77.22922187	37.18497668	FALSE
United States	Maryland	Prince George's	US	MD	America	Americas	14243	0	14773	0	530	0	1624.608089	0	0	0	-76.8496441	38.83070039	FALSE
United States	Virginia	Prince William	US	VA	America	Americas	5169	0	5270	0	101	0	1120.477957	0	0	0	-77.48713689	38.70916224	FALSE
United States	Alaska	Prince of Wales-Hyder	US	AK	America	Americas	2	0	2	0	0	0	32.24246332	0	0	0	-133.0511621	55.76261984	FALSE
United States	Rhode Island	Providence	US	RI	America	Americas	11052	0	11052	0	0	0	1729.764247	0	0	0	-71.57753536	41.87064746	FALSE
United States	Colorado	Prowers	US	CO	America	Americas	13	0	13	0	0	0	106.8024975	0	0	0	-102.3926052	37.95544985	FALSE
United States	Colorado	Pueblo	US	CO	America	Americas	263	0	278	0	15	0	165.0596115	0	0	0	-104.5127437	38.17359144	FALSE
United States	Arkansas	Pulaski	US	AR	America	Americas	799	0	830	0	31	0	211.7827772	0	0	0	-92.31355101	34.77054088	FALSE
United States	Georgia	Pulaski	US	GA	America	Americas	38	0	40	0	2	0	359.1631499	0	0	0	-83.4754996	32.23334561	FALSE
United States	Illinois	Pulaski	US	IL	America	Americas	41	0	41	0	0	0	768.5098407	0	0	0	-89.13085001	37.22631423	FALSE
United States	Indiana	Pulaski	US	IN	America	Americas	46	0	46	0	0	0	372.3791791	0	0	0	-86.69890683	41.04166107	FALSE
United States	Kentucky	Pulaski	US	KY	America	Americas	54	0	56	0	2	0	86.18168947	0	0	0	-84.57629079	37.10466131	FALSE
United States	Missouri	Pulaski	US	MO	America	Americas	33	0	34	0	1	0	64.6301823	0	0	0	-92.20783203	37.82462075	FALSE
United States	Virginia	Pulaski	US	VA	America	Americas	19	0	19	0	0	0	55.83801099	0	0	0	-80.71229738	37.06474963	FALSE
United States	Oklahoma	Pushmataha	US	OK	America	Americas	2	0	2	0	0	0	18.02451334	0	0	0	-95.37603505	34.41635232	FALSE
United States	Florida	Putnam	US	FL	America	Americas	144	0	149	0	5	0	199.94364	0	0	0	-81.74230285	29.60779729	FALSE
United States	Georgia	Putnam	US	GA	America	Americas	79	0	88	0	9	0	397.848004	0	0	0	-83.37552891	33.32056115	FALSE
United States	Illinois	Putnam	US	IL	America	Americas	1	0	1	0	0	0	17.42463844	0	0	0	-89.2869272	41.2013541	FALSE
United States	Indiana	Putnam	US	IN	America	Americas	129	0	136	0	7	0	361.9331488	0	0	0	-86.84517605	39.66437981	FALSE
United States	New York	Putnam	US	NY	America	Americas	1178	0	1236	0	58	0	1257.119609	0	0	0	-73.74965532	41.42630093	FALSE
United States	Ohio	Putnam	US	OH	America	Americas	74	0	88	0	14	0	259.8860045	0	0	0	-84.1336111	41.02094889	FALSE
United States	Tennessee	Putnam	US	TN	America	Americas	456	0	461	0	5	0	574.4906225	0	0	0	-85.50646123	36.14005459	FALSE
United States	West Virginia	Putnam	US	WV	America	Americas	35	0	35	0	0	0	62.00177148	0	0	0	-81.9082131	38.50782345	FALSE
United States	New Mexico	Quay	US	NM	America	Americas	4	0	5	0	1	0	60.58403005	0	0	0	-103.5481727	35.10403332	FALSE
United States	Maryland	Queen Anne's	US	MD	America	Americas	148	0	160	0	12	0	317.5800401	0	0	0	-76.03530977	39.06198912	FALSE
United States	Georgia	Quitman	US	GA	America	Americas	11	0	12	0	1	0	521.9660722	0	0	0	-85.01773177	31.86728114	FALSE
United States	Mississippi	Quitman	US	MS	America	Americas	25	0	25	0	0	0	368.0800942	0	0	0	-90.28908	34.25157572	FALSE
United States	Georgia	Rabun	US	GA	America	Americas	18	0	19	0	1	0	110.8712143	0	0	0	-83.40304637	34.88389445	FALSE
United States	Wisconsin	Racine	US	WI	America	Americas	1572	0	1605	0	33	0	817.580268	0	0	0	-88.05941254	42.74753117	FALSE
United States	Virginia	Radford	US	VA	America	Americas	6	0	6	0	0	0	32.87851389	0	0	0	-80.5602732	37.12222899	FALSE
United States	Texas	Rains	US	TX	America	Americas	3	0	3	0	0	0	23.97315007	0	0	0	-95.79232691	32.87109387	FALSE
United States	West Virginia	Raleigh	US	WV	America	Americas	16	0	16	0	0	0	21.80995352	0	0	0	-81.2456041	37.76936795	FALSE
United States	Missouri	Ralls	US	MO	America	Americas	3	0	3	0	0	0	29.10078572	0	0	0	-91.51838643	39.52817427	FALSE
United States	Minnesota	Ramsey	US	MN	America	Americas	2675	0	2790	0	115	0	506.9768372	0	0	0	-93.09872295	45.01625271	FALSE
United States	North Dakota	Ramsey	US	ND	America	Americas	7	0	8	0	1	0	69.45047313	0	0	0	-98.72223879	48.26886249	FALSE
United States	Texas	Randall	US	TX	America	Americas	649	0	655	0	6	0	475.6268471	0	0	0	-101.8971322	34.96585996	FALSE
United States	Alabama	Randolph	US	AL	America	Americas	118	0	125	0	7	0	550.1276296	0	0	0	-85.45708831	33.29526734	FALSE
United States	Arkansas	Randolph	US	AR	America	Americas	26	0	26	0	0	0	144.7822697	0	0	0	-91.02455531	36.3415714	FALSE
United States	Georgia	Randolph	US	GA	America	Americas	158	0	177	0	19	0	2611.38979	0	0	0	-84.75732369	31.76622818	FALSE
United States	Illinois	Randolph	US	IL	America	Americas	263	0	267	0	4	0	840.0981688	0	0	0	-89.82512254	38.05095369	FALSE
United States	Indiana	Randolph	US	IN	America	Americas	43	0	46	0	3	0	186.4990878	0	0	0	-85.01139319	40.15734772	FALSE
United States	Missouri	Randolph	US	MO	America	Americas	9	0	9	0	0	0	36.36657508	0	0	0	-92.4971374	39.44007257	FALSE
United States	North Carolina	Randolph	US	NC	America	Americas	639	0	651	0	12	0	453.1311992	0	0	0	-79.80570339	35.71015088	FALSE
United States	West Virginia	Randolph	US	WV	America	Americas	123	0	123	0	0	0	428.6461056	0	0	0	-79.87919615	38.769899	FALSE
United States	Mississippi	Rankin	US	MS	America	Americas	379	0	385	0	6	0	247.9535779	0	0	0	-89.94537876	32.26469147	FALSE
United States	North Dakota	Ransom	US	ND	America	Americas	8	0	8	0	0	0	153.3154465	0	0	0	-97.65742504	46.45621782	FALSE
United States	Louisiana	Rapides	US	LA	America	Americas	680	0	703	0	23	0	542.2374429	0	0	0	-92.52997303	31.19778499	FALSE
United States	Virginia	Rappahannock	US	VA	America	Americas	13	0	13	0	0	0	176.3907734	0	0	0	-78.15826963	38.68295619	FALSE
United States	Montana	Ravalli	US	MT	America	Americas	13	0	13	0	0	0	29.67630005	0	0	0	-114.1189164	46.08520862	FALSE
United States	Missouri	Ray	US	MO	America	Americas	19	0	19	0	0	0	82.54409593	0	0	0	-93.98905745	39.3537468	FALSE
United States	Texas	Reagan	US	TX	America	Americas	1	0	1	0	0	0	25.98077423	0	0	0	-101.5232659	31.36607041	FALSE
United States	Minnesota	Red Lake	US	MN	America	Americas	4	0	4	0	0	0	98.64364982	0	0	0	-96.09561104	47.87197525	FALSE
United States	Louisiana	Red River	US	LA	America	Americas	42	0	49	0	7	0	580.4311774	0	0	0	-93.34213308	32.09530039	FALSE
United States	Texas	Red River	US	TX	America	Americas	45	0	50	0	5	0	415.8695833	0	0	0	-95.04841765	33.61886692	FALSE
United States	Nebraska	Red Willow	US	NE	America	Americas	5	0	5	0	0	0	46.62439388	0	0	0	-100.476998	40.1755688	FALSE
United States	Minnesota	Redwood	US	MN	America	Americas	4	0	4	0	0	0	26.36783125	0	0	0	-95.25207021	44.40555844	FALSE
United States	Texas	Reeves	US	TX	America	Americas	7	0	7	0	0	0	43.81572359	0	0	0	-103.6903896	31.32323325	FALSE
United States	Texas	Refugio	US	TX	America	Americas	3	0	3	0	0	0	43.17789292	0	0	0	-97.15766311	28.3238976	FALSE
United States	Kansas	Reno	US	KS	America	Americas	43	0	43	0	0	0	69.35707604	0	0	0	-98.08607292	37.95230263	FALSE
United States	New York	Rensselaer	US	NY	America	Americas	441	0	469	0	28	0	295.5000819	0	0	0	-73.51089874	42.71348136	FALSE
United States	Minnesota	Renville	US	MN	America	Americas	5	0	5	0	0	0	34.36898543	0	0	0	-94.94553734	44.72836381	FALSE
United States	North Dakota	Renville	US	ND	America	Americas	1	0	1	0	0	0	42.97378599	0	0	0	-101.6603912	48.71982533	FALSE
United States	Kansas	Republic	US	KS	America	Americas	4	0	4	0	0	0	86.28127696	0	0	0	-97.65036709	39.82799632	FALSE
United States	Missouri	Reynolds	US	MO	America	Americas	2	0	2	0	0	0	31.89792664	0	0	0	-90.97009925	37.36085952	FALSE
United States	Tennessee	Rhea	US	TN	America	Americas	198	0	198	0	0	0	596.9789248	0	0	0	-84.93076643	35.60536161	FALSE
United States	Kansas	Rice	US	KS	America	Americas	4	0	4	0	0	0	41.94191045	0	0	0	-98.19992118	38.34616184	FALSE
United States	Minnesota	Rice	US	MN	America	Americas	436	0	438	0	2	0	654.0046587	0	0	0	-93.29658715	44.3543376	FALSE
United States	Nebraska	Richardson	US	NE	America	Americas	1	0	1	0	0	0	12.71455817	0	0	0	-95.71755036	40.1247415	FALSE
United States	Illinois	Richland	US	IL	America	Americas	3	0	3	0	0	0	19.33861922	0	0	0	-88.08475366	38.71240969	FALSE
United States	Louisiana	Richland	US	LA	America	Americas	122	0	125	0	3	0	621.2106152	0	0	0	-91.76634876	32.41391005	FALSE
United States	Montana	Richland	US	MT	America	Americas	3	0	3	0	0	0	27.77006387	0	0	0	-104.5610786	47.78668011	FALSE
United States	North Dakota	Richland	US	ND	America	Americas	21	0	21	0	0	0	129.8139334	0	0	0	-96.94852979	46.26440649	FALSE
United States	Ohio	Richland	US	OH	America	Americas	190	0	193	0	3	0	159.301385	0	0	0	-82.5379961	40.77180308	FALSE
United States	South Carolina	Richland	US	SC	America	Americas	1366	0	1432	0	66	0	344.430307	0	0	0	-80.90267209	34.01791263	FALSE
United States	Wisconsin	Richland	US	WI	America	Americas	10	0	14	0	4	0	81.15001159	0	0	0	-90.43012729	43.3762778	FALSE
United States	Georgia	Richmond	US	GA	America	Americas	556	0	578	0	22	0	285.4067293	0	0	0	-82.07026432	33.35777107	FALSE
United States	North Carolina	Richmond	US	NC	America	Americas	160	0	162	0	2	0	361.3732182	0	0	0	-79.74491009	35.00417719	FALSE
United States	Virginia	Richmond	US	VA	America	Americas	272	0	276	0	4	0	3058.849607	0	0	0	-76.72920628	37.937575	FALSE
United States	Virginia	Richmond City	US	VA	America	Americas	1180	0	1202	0	22	0	521.6198858	0	0	0	-77.47966921	37.53255773	FALSE
United States	Kansas	Riley	US	KS	America	Americas	63	0	64	0	1	0	86.21618709	0	0	0	-96.73420026	39.28935726	FALSE
United States	Iowa	Ringgold	US	IA	America	Americas	4	0	4	0	0	0	81.73273396	0	0	0	-94.24368535	40.73518949	FALSE
United States	New Mexico	Rio Arriba	US	NM	America	Americas	40	0	41	0	1	0	105.3415894	0	0	0	-106.6931674	36.51072137	FALSE
United States	Colorado	Rio Blanco	US	CO	America	Americas	1	0	1	0	0	0	15.81277672	0	0	0	-108.2179009	39.97913541	FALSE
United States	Colorado	Rio Grande	US	CO	America	Americas	14	0	14	0	0	0	124.2566788	0	0	0	-106.3847838	37.5836865	FALSE
United States	Indiana	Ripley	US	IN	America	Americas	102	0	108	0	6	0	381.302076	0	0	0	-85.26212744	39.10235626	FALSE
United States	Missouri	Ripley	US	MO	America	Americas	7	0	7	0	0	0	52.67910897	0	0	0	-90.85990261	36.65460667	FALSE
United States	West Virginia	Ritchie	US	WV	America	Americas	1	0	1	0	0	0	10.46682018	0	0	0	-81.06356878	39.18094587	FALSE
United States	California	Riverside	US	CA	America	Americas	7028	0	7341	0	313	0	297.140794	0	0	0	-115.9933578	33.74314981	FALSE
United States	Tennessee	Roane	US	TN	America	Americas	16	0	16	0	0	0	29.97264996	0	0	0	-84.52458689	35.84923189	FALSE
United States	West Virginia	Roane	US	WV	America	Americas	9	0	9	0	0	0	65.75102279	0	0	0	-81.35243568	38.71622686	FALSE
United States	Virginia	Roanoke	US	VA	America	Americas	95	0	102	0	7	0	108.2963498	0	0	0	-80.06396753	37.26865804	FALSE
United States	Virginia	Roanoke City	US	VA	America	Americas	143	0	152	0	9	0	153.3139001	0	0	0	-79.96189766	37.27791025	FALSE
United States	South Dakota	Roberts	US	SD	America	Americas	39	0	39	0	0	0	375.216471	0	0	0	-96.94672673	45.62975048	FALSE
United States	Texas	Roberts	US	TX	America	Americas	2	0	2	0	0	0	234.1920375	0	0	0	-100.813175	35.83809685	FALSE
United States	Tennessee	Robertson	US	TN	America	Americas	439	0	441	0	2	0	614.094941	0	0	0	-86.87346725	36.52454807	FALSE
United States	Texas	Robertson	US	TX	America	Americas	7	0	7	0	0	0	40.99800867	0	0	0	-96.51272246	31.02539637	FALSE
United States	North Carolina	Robeson	US	NC	America	Americas	724	0	737	0	13	0	564.2105263	0	0	0	-79.1025053	34.64244496	FALSE
United States	Minnesota	Rock	US	MN	America	Americas	22	0	22	0	0	0	236.1782072	0	0	0	-96.25296832	43.67482683	FALSE
United States	Wisconsin	Rock	US	WI	America	Americas	589	0	607	0	18	0	371.5856361	0	0	0	-89.071479	42.67151616	FALSE
United States	Illinois	Rock Island	US	IL	America	Americas	616	0	639	0	23	0	450.3837777	0	0	0	-90.57042164	41.46613806	FALSE
United States	Virginia	Rockbridge	US	VA	America	Americas	16	0	16	0	0	0	70.88114119	0	0	0	-79.44605905	37.81204314	FALSE
United States	Kentucky	Rockcastle	US	KY	America	Americas	13	0	13	0	0	0	77.86762504	0	0	0	-84.31176452	37.36642393	FALSE
United States	Georgia	Rockdale	US	GA	America	Americas	272	0	280	0	8	0	308.0443584	0	0	0	-84.02202167	33.65145002	FALSE
United States	New Hampshire	Rockingham	US	NH	America	Americas	1215	0	1277	0	62	0	412.2426712	0	0	0	-71.12883377	42.98499744	FALSE
United States	North Carolina	Rockingham	US	NC	America	Americas	84	0	86	0	2	0	94.49511043	0	0	0	-79.77504841	36.39593137	FALSE
United States	Virginia	Rockingham	US	VA	America	Americas	499	0	505	0	6	0	616.2444477	0	0	0	-78.87260325	38.51006137	FALSE
United States	New York	Rockland	US	NY	America	Americas	12450	0	13076	0	626	0	4013.640731	0	0	0	-74.02560498	41.15027894	FALSE
United States	Texas	Rockwall	US	TX	America	Americas	146	0	159	0	13	0	151.5512558	0	0	0	-96.40771592	32.89779518	FALSE
United States	Oklahoma	Rogers	US	OK	America	Americas	75	0	80	0	5	0	86.52483804	0	0	0	-95.60406759	36.37004357	FALSE
United States	North Dakota	Rolette	US	ND	America	Americas	6	0	6	0	0	0	42.32505643	0	0	0	-99.84097493	48.77245354	FALSE
United States	Kansas	Rooks	US	KS	America	Americas	6	0	6	0	0	0	121.9512195	0	0	0	-99.32484567	39.35022773	FALSE
United States	Montana	Roosevelt	US	MT	America	Americas	7	0	7	0	0	0	63.61323155	0	0	0	-105.0079268	48.29607488	FALSE
United States	New Mexico	Roosevelt	US	NM	America	Americas	37	0	37	0	0	0	200	0	0	0	-103.4799493	34.02097406	FALSE
United States	Michigan	Roscommon	US	MI	America	Americas	21	0	21	0	0	0	87.43078396	0	0	0	-84.61067651	44.33473082	FALSE
United States	Minnesota	Roseau	US	MN	America	Americas	2	0	2	0	0	0	13.18826245	0	0	0	-95.81079919	48.77501878	FALSE
United States	Ohio	Ross	US	OH	America	Americas	65	0	67	0	2	0	87.39206428	0	0	0	-83.06000914	39.33705391	FALSE
United States	Colorado	Routt	US	CO	America	Americas	55	0	61	0	6	0	237.9280755	0	0	0	-106.9905548	40.48596505	FALSE
United States	Kentucky	Rowan	US	KY	America	Americas	7	0	7	0	0	0	28.61815209	0	0	0	-83.42088935	38.19484205	FALSE
United States	North Carolina	Rowan	US	NC	America	Americas	596	0	629	0	33	0	442.6834075	0	0	0	-80.52446628	35.64003916	FALSE
United States	Texas	Runnels	US	TX	America	Americas	2	0	2	0	0	0	19.48558067	0	0	0	-99.97616148	31.8314342	FALSE
United States	Indiana	Rush	US	IN	America	Americas	44	0	46	0	2	0	277.4259695	0	0	0	-85.4655599	39.62002287	FALSE
United States	Texas	Rusk	US	TX	America	Americas	43	0	45	0	2	0	82.71146565	0	0	0	-94.76176432	32.10773545	FALSE
United States	Wisconsin	Rusk	US	WI	America	Americas	5	0	5	0	0	0	35.26590492	0	0	0	-91.1333012	45.47498854	FALSE
United States	Alabama	Russell	US	AL	America	Americas	159	0	159	0	0	0	274.3223892	0	0	0	-85.18415324	32.28725256	FALSE
United States	Kentucky	Russell	US	KY	America	Americas	19	0	23	0	4	0	128.326731	0	0	0	-85.06070117	36.99308373	FALSE
United States	Virginia	Russell	US	VA	America	Americas	8	0	8	0	0	0	30.09102535	0	0	0	-82.10095486	36.9302832	FALSE
United States	North Carolina	Rutherford	US	NC	America	Americas	167	0	174	0	7	0	259.5891331	0	0	0	-81.92112099	35.40114178	FALSE
United States	Tennessee	Rutherford	US	TN	America	Americas	1094	0	1116	0	22	0	335.856268	0	0	0	-86.4107263	35.84591405	FALSE
United States	Vermont	Rutland	US	VT	America	Americas	54	0	55	0	1	0	94.51633414	0	0	0	-73.03741676	43.57723578	FALSE
United States	Louisiana	Sabine	US	LA	America	Americas	41	0	41	0	0	0	171.663038	0	0	0	-93.55433981	31.56388699	FALSE
United States	Texas	Sabine	US	TX	America	Americas	6	0	6	0	0	0	56.91519636	0	0	0	-93.85440451	31.34318809	FALSE
United States	Iowa	Sac	US	IA	America	Americas	18	0	18	0	0	0	185.1661352	0	0	0	-95.10547892	42.38624071	FALSE
United States	California	Sacramento	US	CA	America	Americas	1293	0	1349	0	56	0	86.91685491	0	0	0	-121.3425374	38.45106826	FALSE
United States	Maine	Sagadahoc	US	ME	America	Americas	30	0	30	0	0	0	83.66800536	0	0	0	-69.85074999	43.95415864	FALSE
United States	Michigan	Saginaw	US	MI	America	Americas	905	0	1013	0	108	0	531.6496885	0	0	0	-84.0513121	43.33433923	FALSE
United States	Colorado	Saguache	US	CO	America	Americas	32	0	33	0	1	0	483.5873388	0	0	0	-106.282466	38.08054629	FALSE
United States	New Jersey	Salem	US	NJ	America	Americas	558	0	592	0	34	0	948.9460608	0	0	0	-75.3469663	39.58719656	FALSE
United States	Virginia	Salem	US	VA	America	Americas	31	0	34	0	3	0	134.3820402	0	0	0	-80.06219455	37.2836193	FALSE
United States	Arkansas	Saline	US	AR	America	Americas	107	0	108	0	1	0	88.20862974	0	0	0	-92.67583224	34.64916145	FALSE
United States	Illinois	Saline	US	IL	America	Americas	7	0	7	0	0	0	29.79864629	0	0	0	-88.54119706	37.75332999	FALSE
United States	Kansas	Saline	US	KS	America	Americas	23	0	25	0	2	0	46.10504574	0	0	0	-97.65185177	38.78369175	FALSE
United States	Missouri	Saline	US	MO	America	Americas	267	0	269	0	2	0	1181.84614	0	0	0	-93.20259964	39.13734288	FALSE
United States	Nebraska	Saline	US	NE	America	Americas	494	0	495	0	1	0	3480.033746	0	0	0	-97.14085859	40.52418865	FALSE
United States	Utah	Salt Lake	US	UT	America	Americas	4736	0	4806	0	70	0	414.1543229	0	0	0	-111.9216011	40.66616532	FALSE
United States	South Carolina	Saluda	US	SC	America	Americas	139	0	139	0	0	0	678.9429981	0	0	0	-81.72713237	34.00795823	FALSE
United States	North Carolina	Sampson	US	NC	America	Americas	425	0	429	0	4	0	675.2608963	0	0	0	-78.36914061	34.98820368	FALSE
United States	Texas	San Augustine	US	TX	America	Americas	29	0	31	0	2	0	376.3506131	0	0	0	-94.17000399	31.39457611	FALSE
United States	California	San Benito	US	CA	America	Americas	83	0	85	0	2	0	135.3330786	0	0	0	-121.069975	36.60308176	FALSE
United States	California	San Bernardino	US	CA	America	Americas	4724	0	4914	0	190	0	225.4040553	0	0	0	-116.1774685	34.84060306	FALSE
United States	California	San Diego	US	CA	America	Americas	6840	0	7100	0	260	0	212.6811909	0	0	0	-116.7365326	33.03484597	FALSE
United States	California	San Francisco	US	CA	America	Americas	2397	0	2437	0	40	0	276.4452118	0	0	0	-122.4385672	37.75215114	FALSE
United States	Texas	San Jacinto	US	TX	America	Americas	14	0	14	0	0	0	48.51172944	0	0	0	-95.16260304	30.57933681	FALSE
United States	California	San Joaquin	US	CA	America	Americas	807	0	842	0	35	0	110.4772301	0	0	0	-121.2730061	37.93433732	FALSE
United States	Colorado	San Juan	US	CO	America	Americas	1	0	1	0	0	0	137.3626374	0	0	0	-107.6763289	37.76248981	FALSE
United States	New Mexico	San Juan	US	NM	America	Americas	1548	0	1662	0	114	0	1340.776715	0	0	0	-108.320437	36.50838318	FALSE
United States	Utah	San Juan	US	UT	America	Americas	278	0	283	0	5	0	1848.706559	0	0	0	-109.8033714	37.62762978	FALSE
United States	Washington	San Juan	US	WA	America	Americas	15	0	15	0	0	0	85.31452622	0	0	0	-122.96745	48.60182783	FALSE
United States	California	San Luis Obispo	US	CA	America	Americas	267	0	268	0	1	0	94.66251753	0	0	0	-120.4039028	35.38822029	FALSE
United States	California	San Mateo	US	CA	America	Americas	1940	0	2022	0	82	0	263.7713564	0	0	0	-122.3275546	37.4228808	FALSE
United States	Colorado	San Miguel	US	CO	America	Americas	23	0	23	0	0	0	281.2079716	0	0	0	-108.4020725	38.00450883	FALSE
United States	New Mexico	San Miguel	US	NM	America	Americas	14	0	14	0	0	0	51.32529237	0	0	0	-104.8163562	35.48014807	FALSE
United States	Texas	San Patricio	US	TX	America	Americas	32	0	32	0	0	0	47.95444328	0	0	0	-97.51763891	28.00880118	FALSE
United States	Texas	San Saba	US	TX	America	Americas	1	0	1	0	0	0	16.51527663	0	0	0	-98.81758731	31.1577796	FALSE
United States	South Dakota	Sanborn	US	SD	America	Americas	12	0	12	0	0	0	511.9453925	0	0	0	-98.0909816	44.02351092	FALSE
United States	New Mexico	Sandoval	US	NM	America	Americas	530	0	556	0	26	0	378.8808025	0	0	0	-106.8687803	35.68862401	FALSE
United States	Ohio	Sandusky	US	OH	America	Americas	61	0	72	0	11	0	123.0390649	0	0	0	-83.137872	41.35624126	FALSE
United States	Illinois	Sangamon	US	IL	America	Americas	315	0	343	0	28	0	176.1938029	0	0	0	-89.65872023	39.75836914	FALSE
United States	Michigan	Sanilac	US	MI	America	Americas	35	0	40	0	5	0	97.15812485	0	0	0	-82.82055898	43.42406072	FALSE
United States	California	Santa Barbara	US	CA	America	Americas	1624	0	1636	0	12	0	366.4061958	0	0	0	-120.0188492	34.65329488	FALSE
United States	California	Santa Clara	US	CA	America	Americas	2561	0	2701	0	140	0	140.1041159	0	0	0	-121.6970462	37.23104908	FALSE
United States	Arizona	Santa Cruz	US	AZ	America	Americas	262	0	262	0	0	0	563.4650953	0	0	0	-110.8479088	31.52508998	FALSE
United States	California	Santa Cruz	US	CA	America	Americas	204	0	206	0	2	0	75.39904763	0	0	0	-122.0066524	37.05580291	FALSE
United States	New Mexico	Santa Fe	US	NM	America	Americas	135	0	138	0	3	0	91.78094947	0	0	0	-105.9774716	35.50708973	FALSE
United States	Florida	Santa Rosa	US	FL	America	Americas	228	0	237	0	9	0	128.5856125	0	0	0	-87.02458128	30.6934145	FALSE
United States	Florida	Sarasota	US	FL	America	Americas	534	0	611	0	77	0	140.8671514	0	0	0	-82.33174248	27.18546175	FALSE
United States	New York	Saratoga	US	NY	America	Americas	457	0	468	0	11	0	203.5995354	0	0	0	-73.86653895	43.10904162	FALSE
United States	North Dakota	Sargent	US	ND	America	Americas	3	0	3	0	0	0	76.9625449	0	0	0	-97.63217159	46.10830372	FALSE
United States	Nebraska	Sarpy	US	NE	America	Americas	529	0	531	0	2	0	283.6599073	0	0	0	-96.11156432	41.11314181	FALSE
United States	Wisconsin	Sauk	US	WI	America	Americas	75	0	78	0	3	0	121.0390739	0	0	0	-89.94966132	43.42574087	FALSE
United States	Nebraska	Saunders	US	NE	America	Americas	32	0	33	0	1	0	152.9335434	0	0	0	-96.63773905	41.2278103	FALSE
United States	Wisconsin	Sawyer	US	WI	America	Americas	8	0	8	0	0	0	48.31501389	0	0	0	-91.14504927	45.87931905	FALSE
United States	New York	Schenectady	US	NY	America	Americas	647	0	676	0	29	0	435.2893451	0	0	0	-74.05278291	42.81668777	FALSE
United States	Georgia	Schley	US	GA	America	Americas	15	0	16	0	1	0	304.3560966	0	0	0	-84.31258912	32.2654021	FALSE
United States	New York	Schoharie	US	NY	America	Americas	49	0	49	0	0	0	158.0696151	0	0	0	-74.4433903	42.58831742	FALSE
United States	Michigan	Schoolcraft	US	MI	America	Americas	4	0	4	0	0	0	49.41932296	0	0	0	-86.19972234	46.19235734	FALSE
United States	Illinois	Schuyler	US	IL	America	Americas	12	0	12	0	0	0	177.3049645	0	0	0	-90.61114163	40.1571798	FALSE
United States	New York	Schuyler	US	NY	America	Americas	11	0	11	0	0	0	61.77345988	0	0	0	-76.8773299	42.39184015	FALSE
United States	Pennsylvania	Schuylkill	US	PA	America	Americas	584	0	616	0	32	0	435.7699191	0	0	0	-76.2150785	40.70497338	FALSE
United States	Ohio	Scioto	US	OH	America	Americas	15	0	15	0	0	0	19.91661577	0	0	0	-82.98907345	38.80270163	FALSE
United States	Missouri	Scotland	US	MO	America	Americas	4	0	4	0	0	0	81.59934721	0	0	0	-92.14709064	40.45214695	FALSE
United States	North Carolina	Scotland	US	NC	America	Americas	84	0	84	0	0	0	241.2198834	0	0	0	-79.4757978	34.8386299	FALSE
United States	Arkansas	Scott	US	AR	America	Americas	1	0	1	0	0	0	9.726680284	0	0	0	-94.0632176	34.85588887	FALSE
